"remark,\"CSV-Import-Export\"
TAG,,CM_200_SV_905_DST,\"CIPS to DM-200-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_ZSC_905_DST,\"CIPS to DM-200-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_ZSO_905_DST,\"CIPS to DM-200-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_XV_906,\"Process Feed to TP-361-002\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SV_906_DST,\"Process Feed to TP-361-002 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_XV_907,\"Process Feed to TP-361-002\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SV_907_DST,\"Process Feed to TP-361-002 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_XV_908,\"PROCESSS FEED TO TP-361-002\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SV_908_DST,\"PROCESSS FEED TO TP-361-002 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_XV_909,\"PROCESS WASTE\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SV_909_DST,\"PROCESS WASTE Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_ZSC_909_DST,\"PROCESS WASTE ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_ZSO_909_DST,\"PROCESS WASTE ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_XV_910,\"PROCESS WASTE\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SV_910_DST,\"PROCESS WASTE Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_ZSC_910_DST,\"PROCESS WASTE ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_ZSO_910_DST,\"PROCESS WASTE ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_XV_911,\"Process Feed to TP-361-003\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SV_911_DST,\"Process Feed to TP-361-003 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_XV_913,\"Process Feed to TP-369-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SV_913_DST,\"Process Feed to TP-369-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_XV_914,\"Process Waste\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SV_914_DST,\"Process Waste Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_ZSC_914_DST,\"Process Waste ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_ZSO_914_DST,\"Process Waste ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_010,\"TK-210-00 Flush Bottom\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_010_DST,\"TK-210-00 Flush Bottom Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_018,\"Compressed Air To TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_018_DST,\"Compressed Air To TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_ZSC_018_DST,\"Compressed Air To TK-210-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_ZSO_018_DST,\"Compressed Air To TK-210-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_019,\"TK-210-001 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_019_DST,\"TK-210-001 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_ZSC_019_DST,\"TK-210-001 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_ZSO_019_DST,\"TK-210-001 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_200,\"TK-210-001 Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_200_DST,\"TK-210-001 Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_201,\"PU-210-001 Casing Drain \",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_201_DST,\"PU-210-001 Casing Drain  Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_202,\"Process Drain from TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_202_DST,\"Process Drain from TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_203,\"from TK-210-001 TO Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_203_DST,\"from TK-210-001 TO Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_204,\"PU-210-002 Casing Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_204_DST,\"PU-210-002 Casing Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_206,\"Process Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_206_DST,\"Process Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_510,\"Compressed Air  To TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_510_DST,\"Compressed Air  To TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_ZSC_510_DST,\"Compressed Air  To TK-210-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_ZSO_510_DST,\"Compressed Air  To TK-210-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_700,\"PROCESS TO TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_700_DST,\"PROCESS TO TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_701,\"High Quality Steam Drain from TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_701_DST,\"High Quality Steam Drain from TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_750,\"WFI TO TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_750_DST,\"WFI TO TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_810,\"CHWS TO TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_810_DST,\"CHWS TO TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_ZSC_810_DST,\"CHWS TO TK-210-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_ZSO_810_DST,\"CHWS TO TK-210-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_900,\"CIPS TO TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_900_DST,\"CIPS TO TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_901,\"Process Feed To TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_901_DST,\"Process Feed To TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_902,\"TK-210-001 Feed  To PU-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_902_DST,\"TK-210-001 Feed  To PU-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_903,\"TK-210-001 Process Feed To TP-361-003\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_903_DST,\"TK-210-001 Process Feed To TP-361-003 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_905,\"Process Feed from TK-210-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_905_DST,\"Process Feed from TK-210-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_906,\"Process Inlet to PU-210-002\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_906_DST,\"Process Inlet to PU-210-002 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_907,\"Process supply to TK-210-001 Eductors\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_907_DST,\"Process supply to TK-210-001 Eductors Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_010,\"TK-211-00 Flush Bottom\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_010_DST,\"TK-211-00 Flush Bottom Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_018,\"Compressed Air To TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_018_DST,\"Compressed Air To TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_ZSC_018_DST,\"Compressed Air To TK-211-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_ZSO_018_DST,\"Compressed Air To TK-211-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_019,\"TK-211-001 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_019_DST,\"TK-211-001 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_ZSC_019_DST,\"TK-211-001 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_ZSO_019_DST,\"TK-211-001 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_200,\"TK-211-001 Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_200_DST,\"TK-211-001 Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_201,\"PU-211-001 Casing  Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_201_DST,\"PU-211-001 Casing  Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_202,\"Process Drain from TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_202_DST,\"Process Drain from TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_203,\"from TK-211-001 TO Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_203_DST,\"from TK-211-001 TO Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_204,\"PU-211-002 Casing Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_204_DST,\"PU-211-002 Casing Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_205,\"Procss Drain form PU-211-002 discharge line\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_205_DST,\"Procss Drain form PU-211-002 discharge line Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_206,\"Process Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_206_DST,\"Process Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_510,\"Compressed Air To TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_510_DST,\"Compressed Air To TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_ZSC_510_DST,\"Compressed Air To TK-211-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_ZSO_510_DST,\"Compressed Air To TK-211-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_700,\"PROCESS TO TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_700_DST,\"PROCESS TO TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_701,\" High Quality Steam Drain from TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_701_DST,\" High Quality Steam Drain from TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_750,\"WFI TO TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_750_DST,\"WFI TO TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_810,\"CHWS TO TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_810_DST,\"CHWS TO TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_ZSC_810_DST,\"CHWS TO TK-211-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_ZSO_810_DST,\"CHWS TO TK-211-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_900,\"CIPS TO TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_900_DST,\"CIPS TO TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_901,\"Process Feed To TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_901_DST,\"Process Feed To TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_902,\"TK-211-001 Feed  To PU-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_902_DST,\"TK-211-001 Feed  To PU-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_903,\"TK-211-001 Process Feed To TP-361-003\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_903_DST,\"TK-211-001 Process Feed To TP-361-003 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_905,\"Process Feed from TK-211-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_905_DST,\"Process Feed from TK-211-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_906,\"Process Inlet to PU-211-002\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_906_DST,\"Process Inlet to PU-211-002 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_XV_907,\"Process supply to TK-211-001 Eductors\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SV_907_DST,\"Process supply to TK-211-001 Eductors Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_010,\"TK-230-001 Bottom Valve\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_010_DST,\"TK-230-001 Bottom Valve Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_016,\"TK-230-001 Process Feed\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_016_DST,\"TK-230-001 Process Feed Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_018,\"TK-230-001 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_018_DST,\"TK-230-001 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_018_DST,\"TK-230-001 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_018_DST,\"TK-230-001 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_200,\"FL-230-001 Up Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_200_DST,\"FL-230-001 Up Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_201,\"FL-230-001 Down Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_201_DST,\"FL-230-001 Down Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_201_DST,\"FL-230-001 Down Stream Line Drain ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_201_DST,\"FL-230-001 Down Stream Line Drain ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
