"remark,\"CSV-Import-Export\"
TAG,,CM_230_XV_202,\"FL-230-002 Down Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_202_DST,\"FL-230-002 Down Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_202_DST,\"FL-230-002 Down Stream Line Drain ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_202_DST,\"FL-230-002 Down Stream Line Drain ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_203,\"PU-230-001 Outlet\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_203_DST,\"PU-230-001 Outlet Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_204,\"PU-230-001 Casing Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_204_DST,\"PU-230-001 Casing Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_205,\"PU-230-002 Casing Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_205_DST,\"PU-230-002 Casing Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_206,\"Process Drain from TP-365-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_206_DST,\"Process Drain from TP-365-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_207,\"TK-230-001 LP Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_207_DST,\"TK-230-001 LP Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_400,\"HX-230-001 Steam Block Valve\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_400_DST,\"HX-230-001 Steam Block Valve Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_400_DST,\"HX-230-001 Steam Block Valve ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_400_DST,\"HX-230-001 Steam Block Valve ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_510,\"Compressed Air To TK-230-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_510_DST,\"Compressed Air To TK-230-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_510_DST,\"Compressed Air To TK-230-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_510_DST,\"Compressed Air To TK-230-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_511,\"Compressed Air To TK-230-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_511_DST,\"Compressed Air To TK-230-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_511_DST,\"Compressed Air To TK-230-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_511_DST,\"Compressed Air To TK-230-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_700,\"Solenoid Valve- High Quality Steam Drain from TK-230-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_700_DST,\"Solenoid Valve- High Quality Steam Drain from TK-230-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_701,\"Solenoid Valve- High Quality Steam/Drain TK-230-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_701_DST,\"Solenoid Valve- High Quality Steam/Drain TK-230-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_702,\"Solenoid Valve-High Quality Steam/Drain TK-230-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_702_DST,\"Solenoid Valve-High Quality Steam/Drain TK-230-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_703,\"Solenoid Valve-High Quality Steam/Drain TK-230-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_703_DST,\"Solenoid Valve-High Quality Steam/Drain TK-230-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_810,\"Chilled Water Supply to TK-230-001 Jacket\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_810_DST,\"Chilled Water Supply to TK-230-001 Jacket Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_810_DST,\"Chilled Water Supply to TK-230-001 Jacket ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_810_DST,\"Chilled Water Supply to TK-230-001 Jacket ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_900,\"Process Feed To TK-230-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_900_DST,\"Process Feed To TK-230-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_901,\"TK-230-001 CIPR\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_901_DST,\"TK-230-001 CIPR Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_901_DST,\"TK-230-001 CIPR ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_901_DST,\"TK-230-001 CIPR ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_902,\"Solution Recirc. To TK-230-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_902_DST,\"Solution Recirc. To TK-230-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_903,\"HX-230-001 CIPR\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_903_DST,\"HX-230-001 CIPR Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_904,\"FIL-240-001 Process Feed Inlet\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_904_DST,\"FIL-240-001 Process Feed Inlet Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSC_904_DST,\"FIL-240-001 Process Feed Inlet ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_ZSO_904_DST,\"FIL-240-001 Process Feed Inlet ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_XV_905,\"Solution Delivery to FIL-240-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SV_905_DST,\"Solution Delivery to FIL-240-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_010,\"TK-231-001 Bottom Valve\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_010_DST,\"TK-231-001 Bottom Valve Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_016,\"TK-231-001 Process Feed\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_016_DST,\"TK-231-001 Process Feed Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_018,\"TK-231-001 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_018_DST,\"TK-231-001 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_018_DST,\"TK-231-001 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_018_DST,\"TK-231-001 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_200,\"FL-231-001 Up Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_200_DST,\"FL-231-001 Up Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_201,\"FL-231-001 Down Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_201_DST,\"FL-231-001 Down Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_201_DST,\"FL-231-001 Down Stream Line Drain ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_201_DST,\"FL-231-001 Down Stream Line Drain ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_202,\"FL-231-002 Down Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_202_DST,\"FL-231-002 Down Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_202_DST,\"FL-231-002 Down Stream Line Drain ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_202_DST,\"FL-231-002 Down Stream Line Drain ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_203,\"PU-231-001 Outlet\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_203_DST,\"PU-231-001 Outlet Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_204,\"PU-231-001 Casing Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_204_DST,\"PU-231-001 Casing Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_205,\"PU-231-002 Casing Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_205_DST,\"PU-231-002 Casing Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_206,\"Process Drain from TP-365-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_206_DST,\"Process Drain from TP-365-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_207,\"Solenoid Valve-TK-231-001 LP Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_207_DST,\"Solenoid Valve-TK-231-001 LP Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_400,\"HX-231-001 Steam Block Valve\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_400_DST,\"HX-231-001 Steam Block Valve Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_400_DST,\"HX-231-001 Steam Block Valve ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_400_DST,\"HX-231-001 Steam Block Valve ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_510,\"Compressed Air To TK-231-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_510_DST,\"Compressed Air To TK-231-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_510_DST,\"Compressed Air To TK-231-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_510_DST,\"Compressed Air To TK-231-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_511,\"Compressed Air To TK-231-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_511_DST,\"Compressed Air To TK-231-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_511_DST,\"Compressed Air To TK-231-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_511_DST,\"Compressed Air To TK-231-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_700,\"Solenoid Valve- High Quality Steam Drain from TK-231-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_700_DST,\"Solenoid Valve- High Quality Steam Drain from TK-231-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_701,\"Solenoid Valve-High Quality Steam/Drain TK-231-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_701_DST,\"Solenoid Valve-High Quality Steam/Drain TK-231-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_702,\"Solenoid Valve-High Quality Steam/Drain TK-231-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_702_DST,\"Solenoid Valve-High Quality Steam/Drain TK-231-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_703,\"Solenoid Valve-High Quality Steam/Drain TK-231-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_703_DST,\"Solenoid Valve-High Quality Steam/Drain TK-231-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_810,\"Chilled Water Supply to TK-231-001 Jacket\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_810_DST,\"Chilled Water Supply to TK-231-001 Jacket Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_810_DST,\"Chilled Water Supply to TK-231-001 Jacket ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_810_DST,\"Chilled Water Supply to TK-231-001 Jacket ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_900,\"Process Feed To TK-231-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_900_DST,\"Process Feed To TK-231-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_901,\"TK-231-001 CIPR\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_901_DST,\"TK-231-001 CIPR Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_901_DST,\"TK-231-001 CIPR ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_901_DST,\"TK-231-001 CIPR ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_902,\"Solution Recirc. To TK-231-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_902_DST,\"Solution Recirc. To TK-231-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_903,\"HX-231-001 CIPR\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_903_DST,\"HX-231-001 CIPR Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_904,\"FIL-240-001 Process Feed Inlet\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_904_DST,\"FIL-240-001 Process Feed Inlet Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSC_904_DST,\"FIL-240-001 Process Feed Inlet ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_ZSO_904_DST,\"FIL-240-001 Process Feed Inlet ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_XV_905,\"Solution Delivery to FIL-241-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SV_905_DST,\"Solution Delivery to FIL-241-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_010,\"TK-232-001 Bottom Valve\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_010_DST,\"TK-232-001 Bottom Valve Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_016,\"TK-232-001 Process Feed\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_016_DST,\"TK-232-001 Process Feed Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_018,\"TK-232-001 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_018_DST,\"TK-232-001 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_018_DST,\"TK-232-001 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSO_018_DST,\"TK-232-001 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_200,\"FL-232-001 Up Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_200_DST,\"FL-232-001 Up Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_201,\"FL-232-001 Down Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_201_DST,\"FL-232-001 Down Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_201_DST,\"FL-232-001 Down Stream Line Drain ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
