"remark,\"CSV-Import-Export\"
TAG,,CM_232_ZSO_201_DST,\"FL-232-001 Down Stream Line Drain ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_202,\"FL-232-002 Down Stream Line Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_202_DST,\"FL-232-002 Down Stream Line Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_202_DST,\"FL-232-002 Down Stream Line Drain ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSO_202_DST,\"FL-232-002 Down Stream Line Drain ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_203,\"PU-232-001 Outlet\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_203_DST,\"PU-232-001 Outlet Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_204,\"PU-232-001 Casing Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_204_DST,\"PU-232-001 Casing Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_205,\"PU-232-002 Casing Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_205_DST,\"PU-232-002 Casing Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_206,\"Process Drain from TP-365-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_206_DST,\"Process Drain from TP-365-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_207,\"Solenoid Valve-TK-231-001 LP Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_207_DST,\"Solenoid Valve-TK-231-001 LP Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_400,\"HX-232-001 Steam Block Valve\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_400_DST,\"HX-232-001 Steam Block Valve Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_400_DST,\"HX-232-001 Steam Block Valve ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSO_400_DST,\"HX-232-001 Steam Block Valve ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_510,\"Compressed Air To TK-232-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_510_DST,\"Compressed Air To TK-232-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_510_DST,\"Compressed Air To TK-232-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSO_510_DST,\"Compressed Air To TK-232-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_511,\"Compressed Air To TK-232-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_511_DST,\"Compressed Air To TK-232-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_511_DST,\"Compressed Air To TK-232-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSO_511_DST,\"Compressed Air To TK-232-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_700,\"Solenoid Valve- High Quality Steam Drain from TK-232-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_700_DST,\"Solenoid Valve- High Quality Steam Drain from TK-232-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_701,\"Solenoid Valve-High Quality Steam/Drain TK-232-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_701_DST,\"Solenoid Valve-High Quality Steam/Drain TK-232-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_702,\"Solenoid Valve-High Quality Steam/Drain TK-232-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_702_DST,\"Solenoid Valve-High Quality Steam/Drain TK-232-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_703,\"Solenoid Valve- High Quality Steam/Drain TK-232-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_703_DST,\"Solenoid Valve- High Quality Steam/Drain TK-232-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_810,\"Chilled Water Supply to TK-232-001 Jacket\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_810_DST,\"Chilled Water Supply to TK-232-001 Jacket Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_810_DST,\"Chilled Water Supply to TK-232-001 Jacket ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSO_810_DST,\"Chilled Water Supply to TK-232-001 Jacket ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_900,\"Process Feed To TK-232-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_900_DST,\"Process Feed To TK-232-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_901,\"TK-232-001 CIPR\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_901_DST,\"TK-232-001 CIPR Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_901_DST,\"TK-232-001 CIPR ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSO_901_DST,\"TK-232-001 CIPR ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_902,\"Solution Recirc. To TK-232-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_902_DST,\"Solution Recirc. To TK-232-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_903,\"HX-232-001 CIPR\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_903_DST,\"HX-232-001 CIPR Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_904,\"FIL-240-001 Process Feed Inlet\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_904_DST,\"FIL-240-001 Process Feed Inlet Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSC_904_DST,\"FIL-240-001 Process Feed Inlet ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_ZSO_904_DST,\"FIL-240-001 Process Feed Inlet ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_XV_905,\"Solution Delivery to FIL-242-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SV_905_DST,\"Solution Delivery to FIL-242-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_XV_018,\"TP-361-001 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_SV_018_DST,\"TP-361-001 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSC_018_DST,\"TP-361-001 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSO_018_DST,\"TP-361-001 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_XV_019,\"TP-361-002 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_SV_019_DST,\"TP-361-002 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSC_019_DST,\"TP-361-002 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSO_019_DST,\"TP-361-002 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_XV_020,\"TP-361-003 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_SV_020_DST,\"TP-361-003 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSC_020_DST,\"TP-361-003 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSO_020_DST,\"TP-361-003 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_XV_201,\"TP-361-001 A-C Drain\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_SV_201_DST,\"TP-361-001 A-C Drain Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_XV_510,\"Compressed Air  To TP-361-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_SV_510_DST,\"Compressed Air  To TP-361-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSC_510_DST,\"Compressed Air  To TP-361-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSO_510_DST,\"Compressed Air  To TP-361-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_XV_511,\"Compressed Air To TP-361-002\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_SV_511_DST,\"Compressed Air To TP-361-002 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSC_511_DST,\"Compressed Air To TP-361-002 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSO_511_DST,\"Compressed Air To TP-361-002 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_XV_512,\"Compressed Air To TP-361-003\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_SV_512_DST,\"Compressed Air To TP-361-003 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSC_512_DST,\"Compressed Air To TP-361-003 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_ZSO_512_DST,\"Compressed Air To TP-361-003 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_XV_700,\" High Quality Steam Drain from TP-361-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_361_SV_700_DST,\" High Quality Steam Drain from TP-361-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_365_XV_018,\"TP-365-001 Vent\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_365_SV_018_DST,\"TP-365-001 Vent Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_365_ZSC_018_DST,\"TP-365-001 Vent ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_365_ZSO_018_DST,\"TP-365-001 Vent ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_365_XV_510,\"Compressed Air To TP-365-001\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_365_SV_510_DST,\"Compressed Air To TP-365-001 Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_365_ZSC_510_DST,\"Compressed Air To TP-365-001 ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_365_ZSO_510_DST,\"Compressed Air To TP-365-001 ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_369_XV_900,\"PROCESS WASTE\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_369_SV_900_DST,\"PROCESS WASTE Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_369_ZSC_900_DST,\"PROCESS WASTE ZSC Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_369_ZSO_900_DST,\"PROCESS WASTE ZSO Feedback Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_XV_205,\"Procss Drain form PU-210-002 discharge line\",\"P_ValveSO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SV_205_DST,\"Procss Drain form PU-210-002 discharge line Output Device Signal Tag\",\"DST_BOOL_wStatus\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SIC_002,\"Product Transfer Outlet Pump PU-200-002\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SIC_002_IO,\"Product Transfer Outlet Pump PU-200-002 Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SIC_002_Runtime,\"Product Transfer Outlet Pump PU-200-002 Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SIC_001,\"Product Transfer Inlet Pump PU-200-001\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SIC_001_IO,\"Product Transfer Inlet Pump PU-200-001 Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_200_SIC_001_Runtime,\"Product Transfer Inlet Pump PU-200-001 Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SIC_001,\"Product Transfer Pump PU-210-002\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SIC_001_IO,\"Product Transfer Pump PU-210-002 Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SIC_001_Runtime,\"Product Transfer Pump PU-210-002 Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SIC_002,\"Recirc Pump PU-210-001\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SIC_002_IO,\"Recirc Pump PU-210-001 Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_210_SIC_002_Runtime,\"Recirc Pump PU-210-001 Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SIC_001,\"Product Transfer Pump PU-211-002\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SIC_001_IO,\"Product Transfer Pump PU-211-002 Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SIC_001_Runtime,\"Product Transfer Pump PU-211-002 Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SIC_002,\"Recirc Pump PU-211-001\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SIC_002_IO,\"Recirc Pump PU-211-001 Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_211_SIC_002_Runtime,\"Recirc Pump PU-211-001 Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SIC_002,\"PU-230-001 CIP Sanitization Pump\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SIC_002_IO,\"PU-230-001 CIP Sanitization Pump Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SIC_002_Runtime,\"PU-230-001 CIP Sanitization Pump Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SIC_001,\"PU-230-002 Solution Delivery\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SIC_001_IO,\"PU-230-002 Solution Delivery Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_SIC_001_Runtime,\"PU-230-002 Solution Delivery Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SIC_002,\"PU-231-001 CIP Sanitization Pump\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SIC_002_IO,\"PU-231-001 CIP Sanitization Pump Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SIC_002_Runtime,\"PU-231-001 CIP Sanitization Pump Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SIC_001,\"PU-231-002 Solution Delivery\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SIC_001_IO,\"PU-231-002 Solution Delivery Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_SIC_001_Runtime,\"PU-231-002 Solution Delivery Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SIC_002,\"PU-232-001 CIP Sanitization Pump\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SIC_002_IO,\"PU-232-001 CIP Sanitization Pump Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SIC_002_Runtime,\"PU-232-001 CIP Sanitization Pump Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SIC_001,\"PU-232-002 Solution Delivery\",\"P_VSD\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SIC_001_IO,\"PU-232-002 Solution Delivery Device Signal Tag\",\"DST_VFD_IO\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_SIC_001_Runtime,\"PU-232-002 Solution Delivery Runtime Stats\",\"P_Runtime\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_PIC_007,\"Pressure from TK-231-001 to FL-231-001 Control\",\"P_PIDE\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_230_TIC_031,\"HX-230-001 Outlet Temp Control\",\"P_PIDE\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_PIC_007,\"Pressure from TK-231-001 to FL-231-001 Control\",\"P_PIDE\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_231_TIC_031,\"HX-231-001 Outlet Temp Control\",\"P_PIDE\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_PIC_007,\"Pressure from TK-232-001 to FL-232-001 Control\",\"P_PIDE\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
TAG,,CM_232_TIC_031,\"HX-232-001 Outlet Temp Control\",\"P_PIDE\",\"\",\"(Constant := false, ExternalAccess := Read/Write)\"
"